,date,plant-stand,precip,temp,hail,crop-hist,area-damaged,severity,seed-tmt,germination,plant_growth,leaves,leafspots_halo,leafspots_marg,leafspot_size, leaf_shread,leaf_malf,leaf_mild,stem,lodging,stem_cankers,canker_lesion,fruiting_bodies,external_decay,mycelium,int_discolor,sclerotia,fruit_pods,fruit_spots,seed,mold_growth,seed_discolor,seed_size,shriveling,roots,k1_label,k2_label,k3_label,k4_label,k5_label,k6_label,k7_label,k8_label,k9_label,k10_label,k11_label,k12_label,k13_label,k14_label,k15_label,k16_label,k17_label,k18_label,k19_label,k20_label,k21_label,k22_label,k23_label,k24_label,k25_label,k26_label,k27_label,k28_label,k29_label,k30_label,k31_label,k32_label,k33_label,k34_label,k35_label,k36_label,k37_label,k38_label,k39_label,k40_label,k41_label,k42_label,k43_label,k44_label,k45_label,k46_label,k47_label,k48_label,k49_label,k50_label,k51_label,k52_label,k53_label,k54_label,k55_label,k56_label,k57_label,k58_label,k59_label
210,4,1,2,1,0,1,1,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
211,4,0,1,1,0,3,3,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
212,3,0,2,1,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,1,2,16,12,9,1,11,17,14,15,17,8,20,18,11,9,16,7,9,45,13,19,23,18,8,14,18,8,12,4,13,5,32
213,6,0,2,2,0,3,3,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
214,6,0,1,1,1,2,2,0,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
215,5,0,2,2,0,3,3,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
216,6,0,1,1,0,3,3,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
217,5,1,2,2,0,3,1,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
218,6,0,2,2,0,3,3,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
219,6,0,2,2,0,3,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
220,5,0,2,2,0,2,3,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
221,4,1,2,1,0,3,0,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
222,6,0,2,1,0,1,1,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
223,5,0,2,2,0,2,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
224,5,1,2,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
225,4,0,2,1,0,2,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
226,4,0,2,1,0,1,1,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
227,5,0,2,1,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
228,6,0,2,2,0,3,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
229,6,1,2,2,0,1,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
230,5,1,2,2,0,3,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
231,5,1,2,2,0,3,3,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
232,4,1,2,1,0,2,1,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
233,6,1,1,2,0,2,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
234,4,1,2,1,0,1,2,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
235,6,1,2,2,0,2,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
236,4,1,2,1,0,0,3,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
237,4,0,2,2,0,3,3,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
238,5,0,2,2,0,2,3,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
239,3,0,2,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,1,2,16,12,9,1,11,17,14,15,17,8,20,18,11,9,16,7,9,45,13,19,23,18,8,14,18,8,12,4,13,5,32
240,5,0,2,1,0,1,2,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
241,5,0,2,2,0,1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
242,4,0,2,2,0,1,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
243,5,1,2,1,0,3,3,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
244,6,0,2,1,0,2,1,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
245,5,0,2,1,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
246,6,0,2,1,0,0,3,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
247,5,1,2,2,0,2,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
248,5,0,2,1,0,3,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,51,6,12,9,3,7,13,8
249,6,0,2,1,0,1,2,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
250,6,0,1,2,0,3,3,0,0,0,0,1,2,0,1,0,0,0,1,0,3,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,33,13,10,0,16,23,16,14,15,20,19,24,29,18,2,7,45,46,44,46,45,48,43,41,45,44
251,4,0,1,2,0,1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
252,5,0,1,1,0,2,1,0,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
253,5,1,2,1,0,3,2,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
254,6,1,2,2,0,3,3,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,33,13,10,0,16,23,16,14,15,20,19,24,29,18,2,48,27,27,26,29,21,0,28,29,11,35
255,4,0,1,1,0,3,3,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
256,3,0,2,1,0,2,3,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,18,33,30,30,28,24,0,28,28,29,24,20,33,28,34,17,23,28,28,36,33,28,8,31,4,40
257,5,0,2,2,0,2,2,0,0,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
258,5,0,2,1,0,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,5,34,5,27,16,26,2,17,22,7
259,5,0,2,2,0,2,3,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,33,13,10,0,16,23,16,14,15,20,19,24,29,18,2,48,27,27,26,29,21,0,28,29,11,35
260,5,0,2,1,0,0,1,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
261,4,0,2,1,0,2,3,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
262,4,0,2,2,0,1,1,1,1,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
263,4,0,2,1,0,2,1,1,1,1,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
264,3,1,2,1,0,3,2,1,0,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,35,21,8,20,9,18,17,20,10,20,15,21,1,19,20,11,26,24,29,10,22,21,9
265,5,0,2,1,0,3,0,1,0,1,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,3,42,39,26,34,31,19
266,5,0,2,2,0,1,1,0,1,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
267,4,0,2,2,0,1,2,1,0,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
268,5,0,2,2,0,2,1,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
269,5,0,2,1,0,3,0,1,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,3,42,39,26,34,31,19
270,3,0,2,1,0,1,2,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,5,15,16,14,8,13,2,13,13,10,0,15,16,1,12,32,28,20,27,29,25,22,28,26,6,26,26,31,34,22,26,30,16,7,22,18,1,28,25
271,6,0,1,2,0,3,3,0,1,0,0,1,2,0,1,0,0,0,1,0,3,2,1,0,0,0,0,1,2,1,0,1,1,1,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,33,13,10,0,16,23,16,14,15,20,19,24,29,18,2,7,45,46,44,46,45,48,43,41,45,44
272,5,0,1,1,0,1,3,1,2,0,0,1,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,18,33,30,30,28,24,0,28,28,29,24,20,33,28,34,17,23,28,28,36,33,28,8,31,4,40
273,5,0,2,1,0,3,2,1,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
274,5,1,2,1,0,3,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,19,7,4,18,25,10,18,17,14,2,25,15,9,10,20
275,3,1,2,1,0,3,0,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,5,15,16,14,8,13,2,13,13,10,0,15,16,1,12,32,28,20,27,29,25,22,28,26,6,26,26,31,34,22,26,30,16,7,22,18,1,28,25
276,6,1,2,2,0,3,1,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,33,13,10,0,16,23,16,14,15,20,19,24,29,18,2,48,27,27,26,29,21,0,28,29,11,35
277,4,0,2,1,0,1,2,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,40,5,4,11,4,4,8,9,5,49,13,24,12,17,10,21,14,26,24
278,4,0,2,2,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,52,9,5,12,12,12,6
279,6,1,2,2,0,3,0,0,0,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,7,1,3,10,15,9,14,8,1,8,2,3,11,14,17,10,2,14,7,14,1,14,6,17,2,2,10,3,3,42,39,26,34,31,19
280,5,1,2,2,0,3,3,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,12,8,7,2,5,4,18,2,3,3,6,4,23,19,12,7,3,13,16,0,18,33,13,10,0,16,23,16,14,15,20,19,24,29,18,2,48,27,27,26,29,21,0,28,29,11,35
